🕘️更新时间,#genre#
CGTN法语,http://111.227.202.98:4022/rtp/239.254.201.210:4220
CGTN法语,http://115.58.141.132:4000/rtp/225.1.5.37:1347
CGTN法语,http://61.159.134.64:18000/rtp/238.255.2.208:5999
CGTN西语,http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN俄语,http://106.59.2.106:55555/udp/239.200.201.187:4220
CGTN俄语,http://114.254.38.86:18888/rtp/239.3.1.220:4220
CGTN俄语,http://111.113.88.15:2000/rtp/239.121.4.208:8030
CGTN俄语,http://113.119.26.1:58888/udp/239.253.43.201:5146
CGTN俄语,http://220.176.218.76:9000/udp/239.252.219.67:5140
CGTN俄语,http://111.227.202.98:4022/rtp/239.254.201.212:4220
CGTN俄语,http://115.58.141.132:4000/rtp/225.1.5.39:1349
CGTN俄语,http://61.159.134.64:18000/rtp/238.255.2.210:5999
CGTN俄语,http://58.46.29.143:8188/udp/239.76.253.86:9000
CGTN俄语,http://58.46.29.143:8188/udp/239.76.246.86:1234
CGTN阿语,http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8
CGTN阿语,https://0472.org/hls/cgtna.m3u8
CCTV电视指南,http://120.76.248.139/live/bfgd/4200000164.m3u8
CCTV电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
CCTV-1,https://live.catvod.com/iptv.php?id=rthk33
CCTV-1,http://23.237.228.134/live5/CCTV1.m3u8
CCTV-1,https://iptv.catvod.com/live.php?id=CCTV1
CCTV-1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
CCTV-1,http://38.75.136.137:98/gslb/dsdqca/cctv1hd.m3u8?auth=test20251009
CCTV-1,http://tvlist.top/jd/index.php?id=cctv1&qt=183.224.122.114:8014
CCTV-1,http://111.162.207.138:8686/rtp/225.1.1.120:5002
CCTV-1,http://223.167.230.132:4022/rtp/233.18.204.52:5140
CCTV-1,http://58.253.171.137:8188/udp/239.0.1.3:8008
CCTV-1,http://114.107.46.65:8188/rtp/238.1.78.166:7200
CCTV-2,https://iptv.catvod.com/live.php?id=CCTV2
CCTV-2,http://pull-hls-f1.douyincdn.com/media/stream-695106910011261612/playlist.m3u8?arch_hrchy=w1&exp_hrchy=w1&keeptime=00093a80&major_anchor_level=common&t_id=037-20260114100308192594C57677D9CCE8DA-vujvxt&wsSecret=5aec4b2fd09a7a40920df80db1862da9&wsTime=6966f95d
CCTV-2,http://38.75.136.137:98/gslb/dsdqpub/cctv2hd.m3u8?auth=testpub
CCTV-2,http://38.75.136.137:98/gslb/dsdqbv/cctv2hd.m3u8?auth=test20251009
CCTV-2,http://38.75.136.137:98/gslb/dsdqca/cctv2hd.m3u8?auth=test20251009
CCTV-2,http://23.237.228.134/live5/CCTV2.m3u8
CCTV-2,http://111.162.207.138:8686/rtp/225.1.1.133:5002
CCTV-2,http://223.167.230.132:4022/rtp/233.18.204.68:5140
CCTV-2,http://58.253.171.137:8188/udp/239.0.1.4:8084
CCTV-2,http://27.184.29.239:12312/rtp/239.254.200.158:6000
CCTV-3,http://23.237.228.134/live5/CCTV3.m3u8
CCTV-3,https://iptv.catvod.com/live.php?id=CCTV3
CCTV-3,http://38.75.136.137:98/gslb/dsdqbv/cctv3hd.m3u8?auth=test20251009
CCTV-3,http://38.75.136.137:98/gslb/dsdqca/cctv3hd.m3u8?auth=test20251009
CCTV-3,http://111.162.207.138:8686/rtp/225.1.1.158:5002
CCTV-3,http://114.107.46.65:8188/rtp/238.1.78.170:7232
CCTV-3,http://223.167.230.132:4022/rtp/233.18.204.69:5140
CCTV-3,http://58.253.171.137:8188/udp/239.0.1.177:6037
CCTV-3,http://114.254.36.28:18888/rtp/239.3.1.172:8001
CCTV-3,http://115.171.216.84:4000/rtp/225.1.8.88:8000
CCTV-4,http://38.75.136.137:98/gslb/dsdqbv/cctv4hd.m3u8?auth=test20251009
CCTV-4,https://iptv.catvod.com/live.php?id=CCTV4
CCTV-4,http://111.162.207.138:8686/rtp/225.1.1.150:5002
CCTV-4,http://btjg.net:809/hls/143/index.m3u8
CCTV-4,http://114.254.36.28:18888/rtp/239.3.1.105:8092
CCTV-4,http://114.107.46.65:8188/rtp/238.1.78.236:7760
CCTV-4,http://223.167.230.132:4022/rtp/233.18.204.70:5140
CCTV-4,http://111.113.88.15:2000/rtp/239.121.4.134:8786
CCTV-4,http://111.113.88.15:2000/rtp/239.121.4.123:8000
CCTV-4,http://58.253.171.137:8188/udp/239.0.1.180:6040
CCTV4-美洲,http://223.167.230.132:4022/rtp/233.18.204.70:5140
CCTV4-美洲,http://223.167.230.132:4022/rtp/233.18.204.23:5140
CCTV4-美洲,http://106.59.2.106:55555/udp/239.200.200.128:8652
CCTV4-美洲,http://115.171.216.84:4000/rtp/225.1.8.4:8092
CCTV4-美洲,http://114.254.38.86:18888/rtp/239.3.1.105:8092
CCTV4-美洲,http://171.213.151.229:8188/udp/239.94.0.4:5140
CCTV4-美洲,http://171.213.195.111:4000/udp/239.94.0.4:5140
CCTV4-美洲,http://111.162.207.111:8686/rtp/225.1.1.150:5002
CCTV4-美洲,http://111.113.88.15:2000/rtp/239.121.4.134:8786
CCTV4-美洲,http://111.113.88.15:2000/rtp/239.121.4.124:8002
CCTV4-欧洲,http://223.167.230.132:4022/rtp/233.18.204.70:5140
CCTV4-欧洲,http://223.167.230.132:4022/rtp/233.18.204.23:5140
CCTV4-欧洲,http://106.59.2.106:55555/udp/239.200.200.128:8652
CCTV4-欧洲,http://115.171.216.84:4000/rtp/225.1.8.4:8092
CCTV4-欧洲,http://114.254.38.86:18888/rtp/239.3.1.105:8092
CCTV4-欧洲,http://171.213.151.229:8188/udp/239.94.0.4:5140
CCTV4-欧洲,http://171.213.195.111:4000/udp/239.94.0.4:5140
CCTV4-欧洲,http://111.162.207.111:8686/rtp/225.1.1.150:5002
CCTV4-欧洲,http://111.113.88.15:2000/rtp/239.121.4.134:8786
CCTV4-欧洲,http://111.113.88.15:2000/rtp/239.121.4.124:8002
CCTV-5,http://23.237.228.134/live5/CCTV5p.m3u8
CCTV-5,http://38.75.136.137:98/gslb/dsdqbv/cctv5p.m3u8?auth=test20251009
CCTV-5,https://iptv.catvod.com/live.php?id=CCTV5
CCTV-5,http://38.75.136.137:98/gslb/dsdqpub/cctv5p.m3u8?auth=testpub
CCTV-5,http://38.75.136.137:98/gslb/dsdqpub/cctv5hd.m3u8?auth=testpub
CCTV-5,http://38.75.136.137:98/gslb/dsdqca/cctv5hd.m3u8?auth=test20251009
CCTV-5,http://38.75.136.137:98/gslb/dsdqbv/cctv5hd.m3u8?auth=test20251009
CCTV-5,http://23.237.228.134/live5/CCTV5.m3u8
CCTV-5,http://27.41.245.32:801/hls/5/index.m3u8
CCTV-5,http://111.162.207.138:8686/rtp/225.1.1.160:5002
CCTV-5+,https://iptv.catvod.com/live.php?id=CCTV5%2B
CCTV-5+,http://218.17.33.178:53290/tsfile/live/1005_1.m3u8?key=txiptv
CCTV-5+,http://111.162.207.138:8686/rtp/225.1.1.121:5002
CCTV-5+,http://223.167.230.132:4022/rtp/233.18.204.67:5140
CCTV-5+,http://58.253.171.137:8188/udp/239.0.1.101:8004
CCTV-5+,http://114.107.46.65:8188/rtp/238.1.78.237:7768
CCTV-5+,http://114.254.36.28:18888/rtp/239.3.1.130:8004
CCTV-5+,http://27.184.29.239:12312/rtp/239.254.200.46:8004
CCTV-5+,http://drive.mxmy.net:8888/udp/239.3.1.130:8004
CCTV-5+,http://111.113.88.15:2000/rtp/239.121.4.140:8852
CCTV-6,http://23.237.228.134/live5/CCTV6.m3u8
CCTV-6,https://iptv.catvod.com/live.php?id=CCTV6
CCTV-6,http://38.75.136.137:98/gslb/dsdqbv/cctv6hd.m3u8?auth=test20251009
CCTV-6,http://38.75.136.137:98/gslb/dsdqpub/cctv6hd.m3u8?auth=testpub
CCTV-6,http://38.75.136.137:98/gslb/dsdqca/cctv6hd.m3u8?auth=test20251009
CCTV-6,http://27.41.245.32:801/hls/6/index.m3u8
CCTV-6,http://111.162.207.138:8686/rtp/225.1.1.195:5002
CCTV-6,http://114.254.36.28:18888/rtp/239.3.1.174:8001
CCTV-6,http://223.167.230.132:4022/rtp/233.18.204.72:5140
CCTV-6,http://113.119.26.1:58888/udp/239.77.0.171:5146
CCTV-7,http://23.237.228.134/live5/CCTV7.m3u8
CCTV-7,https://iptv.catvod.com/live.php?id=CCTV7
CCTV-7,http://38.75.136.137:98/gslb/dsdqpub/cctv7hd.m3u8?auth=testpub
CCTV-7,http://38.75.136.137:98/gslb/dsdqca/cctv7hd.m3u8?auth=test20251009
CCTV-7,http://38.75.136.137:98/gslb/dsdqbv/cctv7hd.m3u8?auth=test20251009
CCTV-7,http://27.41.245.32:801/hls/7/index.m3u8
CCTV-7,http://111.162.207.138:8686/rtp/225.1.1.138:5002
CCTV-7,http://114.254.36.28:18888/rtp/239.3.1.61:8104
CCTV-7,http://114.107.46.65:8188/rtp/238.1.78.239:7784
CCTV-7,http://58.253.171.137:8188/udp/239.0.1.96:8104
CCTV-8,http://38.75.136.137:98/gslb/dsdqbv/cctv8hd.m3u8?auth=test20251009
CCTV-8,https://iptv.catvod.com/live.php?id=CCTV8
CCTV-8,http://38.75.136.137:98/gslb/dsdqca/gxwshd.m3u8?auth=test20251009
CCTV-8,http://27.41.245.32:801/hls/8/index.m3u8
CCTV-8,http://111.162.207.138:8686/rtp/225.1.1.196:5002
CCTV-8,http://223.167.230.132:4022/rtp/233.18.204.74:5140
CCTV-8,http://58.253.171.137:8188/udp/239.0.1.174:6034
CCTV-8,http://114.107.46.65:8188/rtp/238.1.78.173:7256
CCTV-8,http://114.254.36.28:18888/rtp/239.3.1.175:8001
CCTV-8,http://115.171.216.84:4000/rtp/225.1.8.85:8000
CCTV-9,http://23.237.228.134/live5/CCTV9.m3u8
CCTV-9,https://iptv.catvod.com/live.php?id=CCTV9
CCTV-9,http://27.41.245.32:801/hls/9/index.m3u8
CCTV-9,http://111.162.207.138:8686/rtp/225.1.1.119:5002
CCTV-9,http://223.167.230.132:4022/rtp/233.18.204.75:5140
CCTV-9,http://58.253.171.137:8188/udp/239.0.1.97:8112
CCTV-9,http://114.254.36.28:18888/rtp/239.3.1.62:8112
CCTV-9,http://114.107.46.65:8188/rtp/238.1.78.240:7792
CCTV-9,http://111.113.88.15:2000/rtp/239.121.4.157:8926
CCTV-9,https://migu.188766.xyz/?migutoken=bf2e9042229fd4c91f53340eb191dd44&id=CCTV9&type=yy
CCTV-10,https://iptv.catvod.com/live.php?id=CCTV10
CCTV-10,http://38.75.136.137:98/gslb/dsdqpub/cctv10hd.m3u8?auth=testpub
CCTV-10,http://38.75.136.137:98/gslb/dsdqca/cctv10hd.m3u8?auth=test20251009
CCTV-10,http://38.75.136.137:98/gslb/dsdqbv/cctv10hd.m3u8?auth=test20251009
CCTV-10,http://23.237.228.134/live5/CCTV10.m3u8
CCTV-10,http://tvlist.top/jd/index.php?id=cctv10&qt=222.128.15.132:8014
CCTV-10,http://27.41.245.32:801/hls/10/index.m3u8
CCTV-10,http://111.162.207.138:8686/rtp/225.1.1.140:5002
CCTV-10,http://114.107.46.65:8188/rtp/238.1.78.241:7800
CCTV-10,http://223.167.230.132:4022/rtp/233.18.204.76:5140
CCTV-11,https://iptv.catvod.com/live.php?id=CCTV11
CCTV-11,http://23.237.228.134/live3/CCTV11.m3u8
CCTV-11,http://38.75.136.137:98/gslb/dsdqca/cctv11hd.m3u8?auth=test20251009
CCTV-11,http://38.75.136.137:98/gslb/dsdqbv/cctv11hd.m3u8?auth=test20251009
CCTV-11,http://69.30.246.194/live/cctv11.m3u8
CCTV-11,http://111.162.207.138:8686/rtp/225.1.2.192:5002
CCTV-11,http://223.167.230.132:4022/rtp/233.18.204.77:5140
CCTV-11,http://114.107.46.65:8188/rtp/238.1.78.206:7502
CCTV-11,http://27.184.29.239:12312/rtp/239.254.201.123:8120
CCTV-11,http://220.167.170.149:4000/rtp/239.120.1.163:9036
CCTV-12,http://69.30.246.194/live/cctv12.m3u8
CCTV-12,https://iptv.catvod.com/live.php?id=CCTV12
CCTV-12,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV-12,http://23.237.228.134/live3/CCTV12.m3u8
CCTV-12,http://111.162.207.138:8686/rtp/225.1.1.142:5002
CCTV-12,http://223.167.230.132:4022/rtp/233.18.204.78:5140
CCTV-12,http://58.253.171.137:8188/udp/239.0.1.99:8124
CCTV-12,http://113.119.26.1:58888/udp/239.77.0.136:5146
CCTV-12,http://drive.mxmy.net:8888/udp/239.3.1.64:8124
CCTV-12,http://115.171.216.84:4000/rtp/225.1.8.12:8124
CCTV-13,https://live.catvod.com/iptv.php?id=cctv13
CCTV-13,http://38.75.136.137:98/gslb/dsdqbv/cctv13hd.m3u8?auth=test20251009
CCTV-13,https://iptv.catvod.com/live.php?id=CCTV13
CCTV-13,http://pull-hls-f1.douyincdn.com/media/stream-695065543169802924/playlist.m3u8?arch_hrchy=w1&exp_hrchy=w1&keeptime=00093a80&major_anchor_level=common&t_id=037-20260114100034DF4F7B64783BCEE03D62-cgFmIh&wsSecret=426253b39f3060b1699a4f284214f078&wsTime=6966f8c2
CCTV-13,http://38.75.136.137:98/gslb/dsdqca/cctv13hd.m3u8?auth=test20251009
CCTV-13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV-13,http://111.162.207.138:8686/rtp/225.1.2.193:5002
CCTV-13,http://113.119.26.1:58888/udp/239.253.43.196:5146
CCTV-13,http://223.167.230.132:4022/rtp/233.18.204.79:5140
CCTV-13,http://drive.mxmy.net:8888/udp/239.3.1.124:8128
CCTV-14,http://23.237.228.134/live3/CCTV14.m3u8
CCTV-14,https://iptv.catvod.com/live.php?id=CCTV14
CCTV-14,http://38.75.136.137:98/gslb/dsdqpub/cctv14hd.m3u8?auth=testpub
CCTV-14,http://38.75.136.137:98/gslb/dsdqca/cctv14hd.m3u8?auth=test20251009
CCTV-14,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009
CCTV-14,http://69.30.246.194/live/cctv14.m3u8
CCTV-14,http://27.41.245.32:801/hls/14/index.m3u8
CCTV-14,http://111.162.207.138:8686/rtp/225.1.1.144:5002
CCTV-14,http://223.167.230.132:4022/rtp/233.18.204.80:5140
CCTV-14,http://58.253.171.137:8188/udp/239.0.1.100:8132
CCTV-15,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009
CCTV-15,http://69.30.246.194/live/cctv15.m3u8
CCTV-15,https://iptv.catvod.com/live.php?id=CCTV15
CCTV-15,http://38.75.136.137:98/gslb/dsdqca/cctv15hd.m3u8?auth=test20251009
CCTV-15,http://23.237.228.134/live3/CCTV15.m3u8
CCTV-15,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
CCTV-15,http://tvlist.top/jd/index.php?id=cctv15&qt=183.224.122.114:8014
CCTV-15,http://111.162.207.138:8686/rtp/225.1.2.194:5002
CCTV-15,http://114.107.46.65:8188/rtp/238.1.78.222:7648
CCTV-15,http://114.254.36.28:18888/rtp/239.3.1.153:8136
CCTV-16,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009
CCTV-16,https://iptv.catvod.com/live.php?id=CCTV16
CCTV-16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV-16,http://38.75.136.137:98/gslb/dsdqca/cctv16hd.m3u8?auth=test20251009
CCTV-16,http://69.30.246.194/live/cctv16.m3u8
CCTV-16,http://tvlist.top/jd/index.php?id=cctv16&qt=183.224.122.114:8014
CCTV-16,http://111.162.207.138:8686/rtp/225.1.2.237:5002
CCTV-16,http://223.167.230.132:4022/rtp/233.18.204.82:5140
CCTV-16,http://114.254.36.28:18888/rtp/239.3.1.184:8001
CCTV-16,http://111.113.88.15:2000/rtp/239.121.4.122:8008
CCTV-17,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009
CCTV-17,http://23.237.228.134/live3/CCTV17.m3u8
CCTV-17,https://iptv.catvod.com/live.php?id=CCTV17
CCTV-17,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
CCTV-17,http://38.75.136.137:98/gslb/dsdqca/cctv17hd.m3u8?auth=test20251009
CCTV-17,http://111.162.207.138:8686/rtp/225.1.2.52:5002
CCTV-17,http://114.254.36.28:18888/rtp/239.3.1.151:8144
CCTV-17,http://223.167.230.132:4022/rtp/233.18.204.83:5140
CCTV-17,http://220.167.170.149:4000/rtp/239.120.1.68:8370
CCTV-17,http://111.113.88.15:2000/rtp/239.121.4.61:8340
CGTN-法语,https://0472.org/hls/cgtnf.m3u8
CCTV-电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub

📡卫视频道,#genre#
北京卫视,https://iptv.catvod.com/live.php?id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86
北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://tvlist.top/jd/index.php?id=bjws&qt=118.212.78.251:8014
北京卫视,http://111.162.207.138:8686/rtp/225.1.1.113:5002
北京卫视,http://223.167.230.132:4022/rtp/233.18.204.87:5140
北京卫视,http://58.253.171.137:8188/udp/239.0.1.83:8024
北京卫视,http://114.107.46.65:8188/rtp/238.1.78.162:7168
北京卫视,http://27.184.29.239:12312/rtp/239.254.200.47:8024
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8
东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009
东方卫视,https://iptv.catvod.com/live.php?id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
东方卫视,http://69.30.246.194/live/dfws.m3u8
东方卫视,http://23.237.228.134/live6/dongnan.m3u8
东方卫视,http://tvlist.top/jd/index.php?id=dfws&qt=183.224.122.114:8014
东方卫视,http://111.162.207.138:8686/rtp/225.1.2.31:5002
东方卫视,http://58.253.171.137:8188/udp/239.0.1.82:8032
东方卫视,http://114.254.36.28:18888/rtp/239.3.1.136:8032
天津卫视,http://23.237.228.134/live8/tianjing.m3u8
天津卫视,https://iptv.catvod.com/live.php?id=%E5%A4%A9%E6%B4%A5%E5%8D%AB%E8%A7%86
天津卫视,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
天津卫视,http://38.75.136.137:98/gslb/dsdqca/tjwshd.m3u8?auth=test20251009
天津卫视,http://111.162.207.138:8686/rtp/225.1.1.111:5002
天津卫视,http://60.16.0.216:5757/hls/34/index.m3u8
天津卫视,http://113.119.26.1:58888/udp/239.77.1.141:5146
天津卫视,http://114.107.46.65:8188/rtp/238.1.78.20:6088
天津卫视,http://58.253.171.137:8188/udp/239.0.1.89:1234
天津卫视,http://drive.mxmy.net:8888/udp/239.3.1.141:1234
重庆卫视,https://iptv.catvod.com/live.php?id=%E9%87%8D%E5%BA%86%E5%8D%AB%E8%A7%86
重庆卫视,http://23.237.228.134/live6/chongqing.m3u8
重庆卫视,http://60.16.0.216:5757/hls/36/index.m3u8
重庆卫视,http://111.162.207.138:8686/rtp/225.1.1.155:5002
重庆卫视,http://114.107.46.65:8188/rtp/238.1.78.31:6176
重庆卫视,http://58.253.171.137:8188/udp/239.0.1.91:5097
重庆卫视,http://114.254.36.28:18888/rtp/239.3.1.122:8160
重庆卫视,http://27.184.29.239:12312/rtp/239.254.200.203:6323
重庆卫视,http://drive.mxmy.net:8888/udp/239.3.1.122:8160
重庆卫视,http://220.167.170.149:4000/rtp/239.120.1.146:8934
湖南卫视,http://23.237.228.134/live6/hunan.m3u8
湖南卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86
湖南卫视,http://69.30.246.194/live/hnws.m3u8
湖南卫视,http://38.75.136.137:98/gslb/dsdqbv/hnwshd.m3u8?auth=test20251009
湖南卫视,http://38.75.136.137:98/gslb/dsdqca/hnwshd.m3u8?auth=test20251009
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8
湖南卫视,http://111.162.207.138:8686/rtp/225.1.1.114:5002
湖南卫视,http://113.119.26.1:58888/udp/239.77.1.5:5146
湖南卫视,http://58.253.171.137:8188/udp/239.0.1.78:8012
湖南卫视,http://114.107.46.65:8188/rtp/238.1.78.160:7152
湖北卫视,http://23.237.228.134/live6/hubei.m3u8
湖北卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8C%97%E5%8D%AB%E8%A7%86
湖北卫视,http://111.162.207.138:8686/rtp/225.1.1.147:5002
湖北卫视,http://58.253.171.137:8188/udp/239.0.1.88:1234
湖北卫视,http://114.254.36.28:18888/rtp/239.3.1.138:8044
湖北卫视,http://114.107.46.65:8188/rtp/238.1.78.168:7216
湖北卫视,http://115.171.216.84:4000/udp/225.1.8.47:8044
湖北卫视,http://111.113.88.15:2000/rtp/239.121.4.126:8738
湖北卫视,http://220.176.218.76:9000/udp/239.252.219.208:5140
湖北卫视,http://btjg.net:809/hls/31/index.m3u8
江苏卫视,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
江苏卫视,https://iptv.catvod.com/live.php?id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86
江苏卫视,http://27.41.245.32:801/hls/42/index.m3u8
江苏卫视,http://222.214.208.34:59901/tsfile/live/0127_1.m3u8
江苏卫视,http://111.162.207.138:8686/rtp/225.1.1.126:5002
江苏卫视,http://38.75.136.137:98/gslb/dsdqca/jswshd.m3u8?auth=test20251009
江苏卫视,http://114.107.46.65:8188/rtp/238.1.78.165:7192
江苏卫视,http://58.253.171.137:8188/udp/239.0.1.80:8028
江苏卫视,http://114.254.36.28:18888/rtp/239.3.1.135:8028
江苏卫视,http://60.16.0.216:5757/hls/24/index.m3u8
浙江卫视,http://23.237.228.134/live6/zhejiang.m3u8
浙江卫视,https://iptv.catvod.com/live.php?id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
浙江卫视,http://38.75.136.137:98/gslb/dsdqca/zjwshd.m3u8?auth=test20251009
浙江卫视,https://play-qukan.cztv.com/live/1746687519046362.m3u8
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://8.138.7.223/tv/zjws.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
安徽卫视,http://23.237.228.134/live8/anhui.m3u8
安徽卫视,http://114.107.46.65:8188/rtp/238.1.79.27:4328
安徽卫视,http://111.162.207.138:8686/rtp/225.1.1.127:5002
安徽卫视,http://114.254.36.28:18888/rtp/239.3.1.211:8064
安徽卫视,http://111.113.88.15:2000/rtp/239.121.4.161:8950
安徽卫视,http://tvlist.top/jd/index.php?id=ahws&qt=118.212.78.251:8014
安徽卫视,http://220.167.170.149:4000/rtp/239.120.1.226:9348
安徽卫视,http://202.107.163.77:5555/udp/238.125.5.9:5140
安徽卫视,http://27.184.29.239:12312/rtp/239.254.200.163:6000
山东卫视,https://iptv.catvod.com/live.php?id=%E5%B1%B1%E4%B8%9C%E5%8D%AB%E8%A7%86
山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
山东卫视,http://tvlist.top/jd/index.php?id=sdws&qt=183.224.122.114:8014
山东卫视,http://114.107.46.65:8188/rtp/238.1.78.169:7224
山东卫视,http://114.254.36.28:18888/rtp/239.3.1.209:8052
山东卫视,http://220.167.170.149:4000/rtp/239.120.1.211:9294
山东卫视,http://111.113.88.15:2000/rtp/239.121.4.162:8956
山东卫视,http://tvlist.top/jd/index.php?id=sdws&qt=118.212.78.251:8014
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226507/index.m3u8
山西卫视,https://iptv.catvod.com/live.php?id=%E5%B1%B1%E8%A5%BF%E5%8D%AB%E8%A7%86
山西卫视,http://23.237.228.134/live8/shanxi.m3u8
山西卫视,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub
山西卫视,http://119.39.9.8:9901/tsfile/live/0118_1.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
